region,det_crop,status,gt_crop,gt_tag,pred_name,pred_tag,ocr_text
suwon,suwon__9__crop_001,TP,suwon__9__crop_001,amenity=fast_food,이삭 토스트&커피,amenity=restaurant,TOAST / COFFEE / Isaac / 242-7733 / 이삭 토스트&커피
suwon,suwon__9__crop_002,TP,suwon__9__crop_002,,라벤더,amenity=restaurant,Lavender / 라벤더 / 2호점 반음식점 / 하트 누생영장 / 2019 Good Life & 수분 영양 22점 / 시골방직 / T.243-9117 / 월산물사업팀
suwon,suwon__90__crop_001,TP,suwon__90__crop_001,shop=hairdresser,가리마,shop=hairdresser,가리마 Garma 두피탈모센터 / Garma Hair / 031 267 0895 / 가르마
suwon,suwon__91__crop_001,TP,suwon__91__crop_001,amenity=restaurant,부안 바지라촌,amenity=restaurant,BUAN BAJIRAK CHON / 부안 바지라촌 / 바지락요리마을235-0000 / 북안바지락촌
suwon,suwon__92__crop_001,TP,suwon__92__crop_001,amenity=restaurant,신촌옥설렁탕해장국,amenity=restaurant,본점 / 신촌옥설렁탕해장국 / 232 / 1811 / 24시영업 / 본전집 / 신촌역 월령탕 해장국
suwon,suwon__93__crop_001,TP,suwon__93__crop_001,,THE GRILL,amenity=restaurant,The 한우 Grill / Tle / 참숯한우전문점 / KOREA RESTAURANT / THE GRILL T.239-1010 2F / aura THE GRILL / PREMIUM MULTI
suwon,suwon__93__crop_002,TP,suwon__93__crop_002,shop=clothes,프리미엄멀티샵,shop=supermarket,PREMIUM MULTI SHOP / 프리미엄멀티샵
suwon,suwon__94__crop_001,FP,,,Grill,amenity=restaurant,우 / Grill / RESTAURANT / 참숯한우전문점 / 9-1010 / 2F
suwon,suwon__94__crop_002,TP,suwon__94__crop_001,shop=beauty,워당쥬얼리,shop=jewelry,워당쥬얼리 / SHOD / 라떼 / 웨딩플래너
suwon,suwon__94__crop_003,FP,,,JM MULTI SHOP,shop=clothes,JM MULTI SHOP / 프리미엄멀티샵
suwon,suwon__96__crop_001,FP,,,금. 도장,office=company,금. 도장 보험처리전문 / 검사대행 / F
suwon,suwon__96__crop_002,FP,,,,unknown,O
suwon,suwon__96__crop_003,TP,suwon__96__crop_001,shop=car_repair,르노삼성자동차,shop=car_repair,TT / T / SAMSUNG / 르노삼성자동차 인계점 225-8101 / 자영경비모너 / 자동차용품판매
suwon,suwon__97__crop_001,TP,suwon__97__crop_001,amenity=restaurant,가영점,shop=mobile_phone,본점 / 순원번호 41-2011-0004940 가영점문의 031 238 8565 / 선/번호 41-2011-0004940 / 가영원로역 031 238 8565 / 여니
suwon,suwon__98__crop_001,TP,suwon__98__crop_001,amenity=restaurant,에어로,shop=hardware,보 / 본점 / 가맹점문의 031 238 8565 / 사업번호 41-2011-0004940 / 고민 끝! / 에어로
suwon,suwon__99__crop_001,TP,suwon__99__crop_001,amenity=restaurant,RESTAURANT,amenity=restaurant,Google / RESTAURANT
